Source Type,Underlying,Tenor Swap,Tenor Option,Portfolio,Group,Risk,dRisk,Vol Score,Risk SP01,dRisk SP01,Risk PSP01,dRisk PSP01,Risk PM01,dRisk PM01,Risk PM01P,dRisk PM01P,Risk Theta,dRisk Theta,Risk JTD,dRisk JTD
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0402 · TRADER-041,G10,-3826752,437894,29.106,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0403 · TRADER-042,G10,4658158,-478731,89.886,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0404 · TRADER-042,G10,-2071420,-545154,53.781,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0405 · TRADER-043,G10,1687363,21689,29.284,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0406 · TRADER-043,G10,3793466,-18623,55.142,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - EUR ESTR Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0407 · TRADER-044,G10,2587731,460676,65.384,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0408 · TRADER-044,G10,1207916,-429215,27.796,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0409 · TRADER-045,G10,-1124231,241691,90.256,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0410 · TRADER-045,G10,4985578,-75307,57.744,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0411 · TRADER-046,G10,3096572,309175,93.648,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0412 · TRADER-046,G10,-2356171,300605,87.758,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0413 · TRADER-047,G10,-792653,-262323,53.182,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0414 · TRADER-047,G10,3089996,-373534,9.553,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0415 · TRADER-048,G10,-2296947,90651,8.908,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0416 · TRADER-048,G10,-569798,-321989,22.64,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1M,FAKE_REPLACE_ME - BOOK-0417 · TRADER-049,G10,3914298,-154722,61.497,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0418 · TRADER-049,G10,-1347380,144496,34.023,,,,,,,,,,,,
ir/deltavega,FAKE_REPLACE_ME - GBP SONIA Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0419 · TRADER-050,G10,4568587,179722,53.913,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0420 · TRADER-050,G10,2632843,-479183,65.547,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0421 · TRADER-051,G10,3854743,-78740,10.456,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - EUR/USD XCCY,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0422 · TRADER-051,G10,1982404,-267727,44.74,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0423 · TRADER-052,G10,3123529,202070,60.784,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0424 · TRADER-052,G10,-3672557,434170,19.11,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - GBP/USD XCCY,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0425 · TRADER-053,G10,3500726,-390580,63.218,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0426 · TRADER-053,G10,-3828673,-125385,28.511,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0427 · TRADER-054,G10,2857776,-179542,9.418,,,,,,,,,,,,
ir/xccy,FAKE_REPLACE_ME - USD/JPY XCCY,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0428 · TRADER-054,G10,4485082,485848,66.463,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0429 · TRADER-055,G10,3239264,-273582,50.151,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0430 · TRADER-055,G10,3619493,-499676,34.279,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0431 · TRADER-056,G10,3015946,-298858,10.293,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0432 · TRADER-056,G10,3166216,380729,61.279,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0433 · TRADER-057,G10,4367807,-341838,99.205,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0434 · TRADER-057,G10,-2714663,-70585,80.702,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0435 · TRADER-058,G10,1069103,253930,29.675,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0436 · TRADER-058,G10,3543354,-402111,12.512,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0437 · TRADER-059,G10,2140503,185893,10.339,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0438 · TRADER-059,G10,3995423,301310,75.456,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0439 · TRADER-060,G10,276994,504108,75.414,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - EUR/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0440 · TRADER-060,G10,4190287,-117971,49.127,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0441 · TRADER-061,G10,3084866,-441229,92.64,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0442 · TRADER-061,G10,4458328,-536015,18.363,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0443 · TRADER-062,G10,-3701822,-104327,53.346,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0444 · TRADER-062,G10,-1929246,-277025,53.248,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0445 · TRADER-063,G10,3706122,-143127,75.202,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0446 · TRADER-063,G10,4112115,467509,38.364,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0447 · TRADER-064,G10,4338087,-348478,67.897,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0448 · TRADER-064,G10,2260818,106088,70.093,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0449 · TRADER-065,G10,3547388,-250169,28.226,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0450 · TRADER-065,G10,1482898,-170956,91.745,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0451 · TRADER-066,G10,2845013,-232596,61.708,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0452 · TRADER-066,G10,1412244,43372,13.675,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0453 · TRADER-067,G10,-4890368,-419526,93.608,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0454 · TRADER-067,G10,-1277493,204330,99.925,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0455 · TRADER-068,G10,1054070,243428,85.346,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0456 · TRADER-068,G10,3668683,213108,61.799,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0457 · TRADER-069,G10,3641369,176048,74.575,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0458 · TRADER-069,G10,2763621,-476866,22.204,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0459 · TRADER-070,G10,4129242,198279,25.471,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0460 · TRADER-070,G10,-591763,-53087,5.057,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0461 · TRADER-071,G10,3316735,-543168,14.067,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0462 · TRADER-071,G10,887780,-325352,69.196,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0463 · TRADER-072,G10,4442015,234259,45.753,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0464 · TRADER-072,G10,-3235325,-153463,24.769,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0465 · TRADER-073,G10,-2068193,342268,51.609,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0466 · TRADER-073,G10,-1460905,-429467,20.115,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0467 · TRADER-074,G10,3906386,527457,80.51,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0468 · TRADER-074,G10,-1162891,356153,35.655,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0469 · TRADER-075,G10,4112213,-40339,14.399,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0470 · TRADER-075,G10,819233,188627,40.251,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0471 · TRADER-076,G10,-1096956,223314,69.292,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0472 · TRADER-076,G10,2390606,211066,72.627,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0473 · TRADER-077,G10,4253308,-65679,79.859,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0474 · TRADER-077,G10,2355749,-207017,92.191,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0475 · TRADER-078,G10,503799,-101043,12.829,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0476 · TRADER-078,G10,4752542,489112,52.742,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0477 · TRADER-079,G10,3264396,457526,55.171,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0478 · TRADER-079,G10,-3409708,265627,7.381,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0479 · TRADER-080,G10,3481409,-233957,96.106,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0480 · TRADER-080,G10,4796079,233495,92.139,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0481 · TRADER-081,G10,4174401,-387010,48.459,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0482 · TRADER-081,G10,-824524,-51079,37.849,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0483 · TRADER-082,G10,1097727,-67817,12.752,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0484 · TRADER-082,G10,-3991155,-152144,30.698,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0485 · TRADER-083,G10,678615,-196028,89.545,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0486 · TRADER-083,G10,1118884,35034,59.132,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0487 · TRADER-084,G10,1203595,-216958,25.896,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0488 · TRADER-084,G10,3679138,-27017,23.142,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0489 · TRADER-085,G10,4453104,-348679,89.079,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0490 · TRADER-085,G10,-743198,-542399,26.674,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0491 · TRADER-086,G10,-2522141,-164496,51.672,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0492 · TRADER-086,G10,4642330,168061,41.109,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0493 · TRADER-087,G10,-3962628,-90942,53.691,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0494 · TRADER-087,G10,-2277870,-139900,33.707,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0495 · TRADER-088,G10,1745775,106943,47.306,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0496 · TRADER-088,G10,891734,-313921,74.309,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0497 · TRADER-089,G10,458832,-474690,42.005,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0498 · TRADER-089,G10,-2983083,-480303,65.901,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0499 · TRADER-090,G10,4858570,-240011,97.324,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0500 · TRADER-090,G10,-4341655,433292,7.276,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0001 · TRADER-001,G10,-1796305,-322648,75.754,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0002 · TRADER-001,G10,-709968,-62147,98.308,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0003 · TRADER-002,G10,-488806,-391337,56.413,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0004 · TRADER-002,G10,-2115024,-508137,36.362,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0005 · TRADER-003,G10,-4520310,240327,88.302,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0006 · TRADER-003,G10,4350363,-261024,23.062,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0007 · TRADER-004,G10,-1598047,320352,40.503,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0008 · TRADER-004,G10,3691469,282391,49.749,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0009 · TRADER-005,G10,1069481,223413,60.087,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0010 · TRADER-005,G10,3157345,431572,68.379,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0011 · TRADER-006,G10,-497127,-349155,42.083,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0012 · TRADER-006,G10,-4682345,204902,17.267,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0013 · TRADER-007,G10,4705600,325392,66.188,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0014 · TRADER-007,G10,4056037,88086,65.265,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0015 · TRADER-008,G10,-3298792,-56222,28.19,,,,,,,,,,,,
